,iso_code,region_group,income_group,country,year,category,sex,comp_upsec_v2_m
113663,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2015,Total,,
113664,JPN,Eastern and South-eastern Asia,High income,Japan,2015,Total,,
113665,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2015,Total,,
113666,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2015,Total,,
113667,LTU,Europe and Northern America,High income,Lithuania,2015,Total,,
113668,LUX,Europe and Northern America,High income,Luxembourg,2015,Total,,
113669,LVA,Europe and Northern America,High income,Latvia,2015,Total,,
113670,MAC,Eastern and South-eastern Asia,High income,"Macao, China",2015,Total,,
113671,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2015,Total,,
113672,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2015,Total,,
113673,MKD,Europe and Northern America,Upper middle income,North Macedonia,2015,Total,,
113674,MLT,Europe and Northern America,High income,Malta,2015,Total,,
113675,MNE,Europe and Northern America,Upper middle income,Montenegro,2015,Total,,
113676,NLD,Europe and Northern America,High income,Netherlands,2015,Total,,
113677,NOR,Europe and Northern America,High income,Norway,2015,Total,,
113678,NZL,Oceania,High income,New Zealand,2015,Total,,
113679,PER,Latin America and the Caribbean,Upper middle income,Peru,2015,Total,,
113680,POL,Europe and Northern America,High income,Poland,2015,Total,,
113681,PRT,Europe and Northern America,High income,Portugal,2015,Total,,
113682,QAT,Northern Africa and Western Asia,High income,Qatar,2015,Total,,
113683,ROU,Europe and Northern America,High income,Romania,2015,Total,,
113684,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2015,Total,,
113685,SGP,Eastern and South-eastern Asia,High income,Singapore,2015,Total,,
113686,SVK,Europe and Northern America,High income,Slovakia,2015,Total,,
113687,SVN,Europe and Northern America,High income,Slovenia,2015,Total,,
113688,SWE,Europe and Northern America,High income,Sweden,2015,Total,,
113689,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Total,,
113690,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2015,Total,,
113691,TUN,Northern Africa and Western Asia,Lower middle income,Tunisia,2015,Total,,
113692,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2015,Total,,
113693,URY,Latin America and the Caribbean,High income,Uruguay,2015,Total,,
113694,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2015,Total,,
113695,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2015,Sex,Female,
113696,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2015,Sex,Male,
113697,AUS,Oceania,High income,Australia,2015,Sex,Female,
113698,AUS,Oceania,High income,Australia,2015,Sex,Male,
113699,AUT,Europe and Northern America,High income,Austria,2015,Sex,Female,
113700,AUT,Europe and Northern America,High income,Austria,2015,Sex,Male,
113701,BEL,Europe and Northern America,High income,Belgium,2015,Sex,Female,
113702,BEL,Europe and Northern America,High income,Belgium,2015,Sex,Male,
113703,BGR,Europe and Northern America,Upper middle income,Bulgaria,2015,Sex,Female,
113704,BGR,Europe and Northern America,Upper middle income,Bulgaria,2015,Sex,Male,
113705,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2015,Sex,Female,
113706,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2015,Sex,Male,
113707,CAN,Europe and Northern America,High income,Canada,2015,Sex,Female,
113708,CAN,Europe and Northern America,High income,Canada,2015,Sex,Male,
113709,CHE,Europe and Northern America,High income,Switzerland,2015,Sex,Female,
113710,CHE,Europe and Northern America,High income,Switzerland,2015,Sex,Male,
113711,CHL,Latin America and the Caribbean,High income,Chile,2015,Sex,Female,
113712,CHL,Latin America and the Caribbean,High income,Chile,2015,Sex,Male,
113713,COL,Latin America and the Caribbean,Upper middle income,Colombia,2015,Sex,Female,
113714,COL,Latin America and the Caribbean,Upper middle income,Colombia,2015,Sex,Male,
113715,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2015,Sex,Female,
113716,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2015,Sex,Male,
113717,CZE,Europe and Northern America,High income,Czechia,2015,Sex,Female,
113718,CZE,Europe and Northern America,High income,Czechia,2015,Sex,Male,
113719,DEU,Europe and Northern America,High income,Germany,2015,Sex,Female,
113720,DEU,Europe and Northern America,High income,Germany,2015,Sex,Male,
113721,DNK,Europe and Northern America,High income,Denmark,2015,Sex,Female,
113722,DNK,Europe and Northern America,High income,Denmark,2015,Sex,Male,
113723,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2015,Sex,Female,
113724,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2015,Sex,Male,
113725,DZA,Northern Africa and Western Asia,Lower middle income,Algeria,2015,Sex,Female,
113726,DZA,Northern Africa and Western Asia,Lower middle income,Algeria,2015,Sex,Male,
113727,ESP,Europe and Northern America,High income,Spain,2015,Sex,Female,
113728,ESP,Europe and Northern America,High income,Spain,2015,Sex,Male,
113729,EST,Europe and Northern America,High income,Estonia,2015,Sex,Female,
113730,EST,Europe and Northern America,High income,Estonia,2015,Sex,Male,
113731,FIN,Europe and Northern America,High income,Finland,2015,Sex,Female,
113732,FIN,Europe and Northern America,High income,Finland,2015,Sex,Male,
113733,FRA,Europe and Northern America,High income,France,2015,Sex,Female,
113734,FRA,Europe and Northern America,High income,France,2015,Sex,Male,
113735,GBR,Europe and Northern America,High income,United Kingdom,2015,Sex,Female,
113736,GBR,Europe and Northern America,High income,United Kingdom,2015,Sex,Male,
113737,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2015,Sex,Female,
113738,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2015,Sex,Male,
113739,GRC,Europe and Northern America,High income,Greece,2015,Sex,Female,
113740,GRC,Europe and Northern America,High income,Greece,2015,Sex,Male,
113741,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2015,Sex,Female,
113742,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2015,Sex,Male,
113743,HRV,Europe and Northern America,High income,Croatia,2015,Sex,Female,
113744,HRV,Europe and Northern America,High income,Croatia,2015,Sex,Male,
113745,HUN,Europe and Northern America,High income,Hungary,2015,Sex,Female,
113746,HUN,Europe and Northern America,High income,Hungary,2015,Sex,Male,
113747,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2015,Sex,Female,
113748,IDN,Eastern and South-eastern Asia,Upper middle income,Indonesia,2015,Sex,Male,
113749,IRL,Europe and Northern America,High income,Ireland,2015,Sex,Female,
113750,IRL,Europe and Northern America,High income,Ireland,2015,Sex,Male,
113751,ISL,Europe and Northern America,High income,Iceland,2015,Sex,Female,
113752,ISL,Europe and Northern America,High income,Iceland,2015,Sex,Male,
113753,ISR,Northern Africa and Western Asia,High income,Israel,2015,Sex,Female,
113754,ISR,Northern Africa and Western Asia,High income,Israel,2015,Sex,Male,
113755,ITA,Europe and Northern America,High income,Italy,2015,Sex,Female,
113756,ITA,Europe and Northern America,High income,Italy,2015,Sex,Male,
113757,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2015,Sex,Female,
113758,JOR,Northern Africa and Western Asia,Lower middle income,Jordan,2015,Sex,Male,
113759,JPN,Eastern and South-eastern Asia,High income,Japan,2015,Sex,Female,
113760,JPN,Eastern and South-eastern Asia,High income,Japan,2015,Sex,Male,
113761,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2015,Sex,Female,
113762,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2015,Sex,Male,
113763,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2015,Sex,Female,
113764,LBN,Northern Africa and Western Asia,Lower middle income,Lebanon,2015,Sex,Male,
113765,LTU,Europe and Northern America,High income,Lithuania,2015,Sex,Female,
113766,LTU,Europe and Northern America,High income,Lithuania,2015,Sex,Male,
113767,LUX,Europe and Northern America,High income,Luxembourg,2015,Sex,Female,
113768,LUX,Europe and Northern America,High income,Luxembourg,2015,Sex,Male,
113769,LVA,Europe and Northern America,High income,Latvia,2015,Sex,Female,
113770,LVA,Europe and Northern America,High income,Latvia,2015,Sex,Male,
113771,MAC,Eastern and South-eastern Asia,High income,"Macao, China",2015,Sex,Female,
113772,MAC,Eastern and South-eastern Asia,High income,"Macao, China",2015,Sex,Male,
113773,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2015,Sex,Female,
113774,MDA,Europe and Northern America,Upper middle income,Rep. Moldova,2015,Sex,Male,
113775,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2015,Sex,Female,
113776,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2015,Sex,Male,
113777,MKD,Europe and Northern America,Upper middle income,North Macedonia,2015,Sex,Female,
113778,MKD,Europe and Northern America,Upper middle income,North Macedonia,2015,Sex,Male,
113779,MLT,Europe and Northern America,High income,Malta,2015,Sex,Female,
113780,MLT,Europe and Northern America,High income,Malta,2015,Sex,Male,
113781,MNE,Europe and Northern America,Upper middle income,Montenegro,2015,Sex,Female,
113782,MNE,Europe and Northern America,Upper middle income,Montenegro,2015,Sex,Male,
113783,NLD,Europe and Northern America,High income,Netherlands,2015,Sex,Female,
113784,NLD,Europe and Northern America,High income,Netherlands,2015,Sex,Male,
113785,NOR,Europe and Northern America,High income,Norway,2015,Sex,Female,
113786,NOR,Europe and Northern America,High income,Norway,2015,Sex,Male,
113787,NZL,Oceania,High income,New Zealand,2015,Sex,Female,
113788,NZL,Oceania,High income,New Zealand,2015,Sex,Male,
113789,PER,Latin America and the Caribbean,Upper middle income,Peru,2015,Sex,Female,
113790,PER,Latin America and the Caribbean,Upper middle income,Peru,2015,Sex,Male,
113791,POL,Europe and Northern America,High income,Poland,2015,Sex,Female,
113792,POL,Europe and Northern America,High income,Poland,2015,Sex,Male,
113793,PRT,Europe and Northern America,High income,Portugal,2015,Sex,Female,
113794,PRT,Europe and Northern America,High income,Portugal,2015,Sex,Male,
113795,QAT,Northern Africa and Western Asia,High income,Qatar,2015,Sex,Female,
113796,QAT,Northern Africa and Western Asia,High income,Qatar,2015,Sex,Male,
113797,ROU,Europe and Northern America,High income,Romania,2015,Sex,Female,
113798,ROU,Europe and Northern America,High income,Romania,2015,Sex,Male,
113799,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2015,Sex,Female,
113800,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2015,Sex,Male,
113801,SGP,Eastern and South-eastern Asia,High income,Singapore,2015,Sex,Female,
113802,SGP,Eastern and South-eastern Asia,High income,Singapore,2015,Sex,Male,
113803,SVK,Europe and Northern America,High income,Slovakia,2015,Sex,Female,
113804,SVK,Europe and Northern America,High income,Slovakia,2015,Sex,Male,
113805,SVN,Europe and Northern America,High income,Slovenia,2015,Sex,Female,
113806,SVN,Europe and Northern America,High income,Slovenia,2015,Sex,Male,
113807,SWE,Europe and Northern America,High income,Sweden,2015,Sex,Female,
113808,SWE,Europe and Northern America,High income,Sweden,2015,Sex,Male,
113809,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Sex,Female,
113810,THA,Eastern and South-eastern Asia,Upper middle income,Thailand,2015,Sex,Male,
113811,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2015,Sex,Female,
113812,TTO,Latin America and the Caribbean,High income,Trinidad/Tobago,2015,Sex,Male,
113813,TUN,Northern Africa and Western Asia,Lower middle income,Tunisia,2015,Sex,Female,
113814,TUN,Northern Africa and Western Asia,Lower middle income,Tunisia,2015,Sex,Male,
113815,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2015,Sex,Female,
113816,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2015,Sex,Male,
113817,URY,Latin America and the Caribbean,High income,Uruguay,2015,Sex,Female,
113818,URY,Latin America and the Caribbean,High income,Uruguay,2015,Sex,Male,
113819,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2015,Sex,Female,
113820,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2015,Sex,Male,
119903,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2014,Total,,
119904,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Total,,
119905,HND,Latin America and the Caribbean,Lower middle income,Honduras,2016,Total,,
119906,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2016,Total,,
119907,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2015,Total,,
119908,SEN,Sub-Saharan Africa,Lower middle income,Senegal,2015,Total,,
119909,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2014,Total,,
119945,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2014,Sex,Female,
119946,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2014,Sex,Male,
119947,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Sex,Female,
119948,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2015,Sex,Male,
119949,HND,Latin America and the Caribbean,Lower middle income,Honduras,2016,Sex,Female,
119950,HND,Latin America and the Caribbean,Lower middle income,Honduras,2016,Sex,Male,
119951,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2016,Sex,Female,
119952,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2016,Sex,Male,
119953,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2015,Sex,Female,
119954,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2015,Sex,Male,
119955,SEN,Sub-Saharan Africa,Lower middle income,Senegal,2015,Sex,Female,
119956,SEN,Sub-Saharan Africa,Lower middle income,Senegal,2015,Sex,Male,
119957,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2014,Sex,Female,
119958,ZMB,Sub-Saharan Africa,Lower middle income,Zambia,2014,Sex,Male,
120664,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Sex,Male,
120665,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Sex,Female,
120676,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Total,,
120745,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Sex,Male,
120746,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Sex,Female,
120757,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Total,,
120827,CHL,Latin America and the Caribbean,High income,Chile,2013,Sex,Male,
120828,CHL,Latin America and the Caribbean,High income,Chile,2013,Sex,Female,
120839,CHL,Latin America and the Caribbean,High income,Chile,2013,Total,,
120909,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Sex,Male,
120910,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Sex,Female,
120921,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Total,,
120986,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Sex,Male,
120987,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Sex,Female,
120997,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Total,,
121058,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Sex,Male,
121059,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Sex,Female,
121069,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Total,,
121146,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Sex,Male,
121147,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Sex,Female,
121158,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Total,,
121239,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Sex,Male,
121240,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Sex,Female,
121251,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Total,,
121323,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Sex,Male,
121324,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Sex,Female,
121335,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Total,,
121408,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Sex,Male,
121409,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Sex,Female,
121420,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Total,,
121492,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Sex,Male,
121493,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Sex,Female,
121504,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Total,,
121610,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Sex,Male,
121611,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Sex,Female,
121620,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Total,,
121708,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Sex,Male,
121709,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Sex,Female,
121720,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Total,,
121788,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Male,
121789,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Female,
121800,URY,Latin America and the Caribbean,High income,Uruguay,2013,Total,,
121874,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Sex,Female,
121875,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Sex,Male,
121886,ARG,Latin America and the Caribbean,Upper middle income,Argentina,2013,Total,,
121953,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Sex,Female,
121954,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Sex,Male,
121965,BRA,Latin America and the Caribbean,Upper middle income,Brazil,2013,Total,,
122036,CHL,Latin America and the Caribbean,High income,Chile,2013,Sex,Female,
122037,CHL,Latin America and the Caribbean,High income,Chile,2013,Sex,Male,
122048,CHL,Latin America and the Caribbean,High income,Chile,2013,Total,,
122119,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Sex,Female,
122120,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Sex,Male,
122131,COL,Latin America and the Caribbean,Upper middle income,Colombia,2013,Total,,
122195,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Sex,Female,
122196,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Sex,Male,
122206,CRI,Latin America and the Caribbean,Upper middle income,Costa Rica,2013,Total,,
122281,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Sex,Female,
122282,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Sex,Male,
122293,DOM,Latin America and the Caribbean,Upper middle income,Dominican Rep.,2013,Total,,
122371,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Sex,Female,
122372,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Sex,Male,
122383,ECU,Latin America and the Caribbean,Upper middle income,Ecuador,2013,Total,,
122481,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Sex,Female,
122482,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Sex,Male,
122493,GTM,Latin America and the Caribbean,Upper middle income,Guatemala,2013,Total,,
122565,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Sex,Female,
122566,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Sex,Male,
122577,HND,Latin America and the Caribbean,Lower middle income,Honduras,2013,Total,,
122657,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Sex,Female,
122658,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Sex,Male,
122669,MEX,Latin America and the Caribbean,Upper middle income,Mexico,2013,Total,,
122745,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Sex,Female,
122746,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Sex,Male,
122757,NIC,Latin America and the Caribbean,Lower middle income,Nicaragua,2013,Total,,
122870,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Sex,Female,
122871,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Sex,Male,
122880,PER,Latin America and the Caribbean,Upper middle income,Peru,2013,Total,,
122976,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Sex,Female,
122977,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Sex,Male,
122988,PRY,Latin America and the Caribbean,Upper middle income,Paraguay,2013,Total,,
123057,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Female,
123058,URY,Latin America and the Caribbean,High income,Uruguay,2013,Sex,Male,
123069,URY,Latin America and the Caribbean,High income,Uruguay,2013,Total,,
123075,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2019,Total,,
123076,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2019,Total,,
123077,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2019,Total,,
123078,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Total,,
123079,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Total,,
123080,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2019,Total,,
123111,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2019,Sex,Female,
123112,KHM,Eastern and South-eastern Asia,Lower middle income,Cambodia,2019,Sex,Male,
123113,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2019,Sex,Female,
123114,LAO,Eastern and South-eastern Asia,Lower middle income,Lao PDR,2019,Sex,Male,
123115,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2019,Sex,Female,
123116,MMR,Eastern and South-eastern Asia,Lower middle income,Myanmar,2019,Sex,Male,
123117,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Sex,Female,
123118,MYS,Eastern and South-eastern Asia,Upper middle income,Malaysia,2019,Sex,Male,
123119,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Sex,Female,
123120,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Sex,Male,
123121,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2019,Sex,Female,
123122,VNM,Eastern and South-eastern Asia,Lower middle income,Viet Nam,2019,Sex,Male,
123628,ALB,Europe and Northern America,Upper middle income,Albania,2019,Total,,
123629,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Total,,
123630,ARM,Northern Africa and Western Asia,Upper middle income,Armenia,2019,Total,,
123631,AUT,Europe and Northern America,High income,Austria,2019,Total,,
123632,AZE,Northern Africa and Western Asia,Upper middle income,Azerbaijan,2019,Total,,
123633,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Total,,
123634,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Total,,
123635,BIH,Europe and Northern America,Upper middle income,Bosnia/Herzeg.,2019,Total,,
123636,CAN,Europe and Northern America,High income,Canada,2019,Total,,
123637,CHL,Latin America and the Caribbean,High income,Chile,2019,Total,,
123638,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Total,,
123639,CZE,Europe and Northern America,High income,Czechia,2019,Total,,
123640,DEU,Europe and Northern America,High income,Germany,2019,Total,,
123641,DNK,Europe and Northern America,High income,Denmark,2019,Total,,
123642,ESP,Europe and Northern America,High income,Spain,2019,Total,,
123643,FIN,Europe and Northern America,High income,Finland,2019,Total,,
123644,FRA,Europe and Northern America,High income,France,2019,Total,,
123645,GEO,Northern Africa and Western Asia,Upper middle income,Georgia,2019,Total,,
123646,HKG,Eastern and South-eastern Asia,High income,"Hong Kong, China",2019,Total,,
123647,HRV,Europe and Northern America,High income,Croatia,2019,Total,,
123648,HUN,Europe and Northern America,High income,Hungary,2019,Total,,
123649,IRL,Europe and Northern America,High income,Ireland,2019,Total,,
123650,IRN,Central and Southern Asia,Lower middle income,"Iran, Isl. Rep.",2019,Total,,
123651,ITA,Europe and Northern America,High income,Italy,2019,Total,,
123652,JPN,Eastern and South-eastern Asia,High income,Japan,2019,Total,,
123653,KAZ,Central and Southern Asia,Upper middle income,Kazakhstan,2019,Total,,
123654,KOR,Eastern and South-eastern Asia,High income,Rep. of Korea,2019,Total,,
123655,KWT,Northern Africa and Western Asia,High income,Kuwait,2019,Total,,
123656,LTU,Europe and Northern America,High income,Lithuania,2019,Total,,
123657,LVA,Europe and Northern America,High income,Latvia,2019,Total,,
123658,MAR,Northern Africa and Western Asia,Lower middle income,Morocco,2019,Total,,
123659,MKD,Europe and Northern America,Upper middle income,North Macedonia,2019,Total,,
123660,MLT,Europe and Northern America,High income,Malta,2019,Total,,
123661,MNE,Europe and Northern America,Upper middle income,Montenegro,2019,Total,,
123662,NZL,Oceania,High income,New Zealand,2019,Total,,
123663,OMN,Northern Africa and Western Asia,High income,Oman,2019,Total,,
123664,PAK,Central and Southern Asia,Lower middle income,Pakistan,2019,Total,,
123665,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,2019,Total,,
123666,POL,Europe and Northern America,High income,Poland,2019,Total,,
123667,PRT,Europe and Northern America,High income,Portugal,2019,Total,,
123668,QAT,Northern Africa and Western Asia,High income,Qatar,2019,Total,,
123669,RUS,Europe and Northern America,Upper middle income,Russian Fed.,2019,Total,,
123670,SAU,Northern Africa and Western Asia,High income,Saudi Arabia,2019,Total,,
123671,SGP,Eastern and South-eastern Asia,High income,Singapore,2019,Total,,
123672,SRB,Europe and Northern America,Upper middle income,Serbia,2019,Total,,
123673,SVK,Europe and Northern America,High income,Slovakia,2019,Total,,
123674,SWE,Europe and Northern America,High income,Sweden,2019,Total,,
123675,TUR,Northern Africa and Western Asia,Upper middle income,Turkey,2019,Total,,
123676,ZAF,Sub-Saharan Africa,Upper middle income,South Africa,2019,Total,,
123677,ALB,Europe and Northern America,Upper middle income,Albania,2019,Sex,Female,
123678,ALB,Europe and Northern America,Upper middle income,Albania,2019,Sex,Male,
123679,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Sex,Female,
123680,ARE,Northern Africa and Western Asia,High income,U. A. Emirates,2019,Sex,Male,
123681,ARM,Northern Africa and Western Asia,Upper middle income,Armenia,2019,Sex,Female,
123682,ARM,Northern Africa and Western Asia,Upper middle income,Armenia,2019,Sex,Male,
123683,AUT,Europe and Northern America,High income,Austria,2019,Sex,Female,
123684,AUT,Europe and Northern America,High income,Austria,2019,Sex,Male,
123685,AZE,Northern Africa and Western Asia,Upper middle income,Azerbaijan,2019,Sex,Female,
123686,AZE,Northern Africa and Western Asia,Upper middle income,Azerbaijan,2019,Sex,Male,
123687,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Sex,Female,
123688,BGR,Europe and Northern America,Upper middle income,Bulgaria,2019,Sex,Male,
123689,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Sex,Female,
123690,BHR,Northern Africa and Western Asia,High income,Bahrain,2019,Sex,Male,
123691,BIH,Europe and Northern America,Upper middle income,Bosnia/Herzeg.,2019,Sex,Female,
123692,BIH,Europe and Northern America,Upper middle income,Bosnia/Herzeg.,2019,Sex,Male,
123693,CAN,Europe and Northern America,High income,Canada,2019,Sex,Female,
123694,CAN,Europe and Northern America,High income,Canada,2019,Sex,Male,
123695,CHL,Latin America and the Caribbean,High income,Chile,2019,Sex,Female,
123696,CHL,Latin America and the Caribbean,High income,Chile,2019,Sex,Male,
123697,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Female,
123698,CYP,Northern Africa and Western Asia,High income,Cyprus,2019,Sex,Male,
123699,CZE,Europe and Northern America,High income,Czechia,2019,Sex,Female,
123700,CZE,Europe and Northern America,High income,Czechia,2019,Sex,Male,
123701,DEU,Europe and Northern America,High income,Germany,2019,Sex,Female,
123702,DEU,Europe and Northern America,High income,Germany,2019,Sex,Male,
123703,DNK,Europe and Northern America,High income,Denmark,2019,Sex,Female,
123704,DNK,Europe and Northern America,High income,Denmark,2019,Sex,Male,
123705,ESP,Europe and Northern America,High income,Spain,2019,Sex,Female,
